epoch,train_loss,val_loss,miou
1,2.2764537903599273,2.115790747759635,0.2112676501274109
2,2.0322966526325486,2.0784040438501457,0.2273688018321991
3,1.9442426638495653,1.954679572791384,0.23445981740951538
4,1.8675480861412852,1.8637249093306691,0.25962623953819275
5,1.7490055762735524,1.6769505279106007,0.3192305266857147
6,1.4460133470987018,1.3452426320628117,0.39751529693603516
7,1.2060965176363636,1.1475704113642375,0.4706093966960907
8,1.0827084569106424,1.0822381837326183,0.4977666437625885
9,0.9986759464543565,1.1005201350178635,0.4858974814414978
10,0.9492333145966207,0.9342022548642075,0.5115740299224854
11,0.8638128340244293,0.87137574480291,0.5594469904899597
12,0.8121105831368525,0.8388545983716061,0.5701122283935547
13,0.777205945405745,0.7864056104107907,0.5881810784339905
14,0.7326155387817469,0.7670783766529017,0.6046213507652283
15,0.6979659000285586,0.7443782582617643,0.6055390238761902
16,0.7175588045353279,0.80105270523774,0.5923160910606384
17,0.6531534141167662,0.6804479444236086,0.6302237510681152
18,0.6175973897141621,0.6899670665724236,0.6577141284942627
19,0.5976883570726653,0.6431755925479689,0.6592316627502441
20,0.5754733319793429,0.6278345386187235,0.6650866866111755
21,0.5635946660785747,0.6081378872980151,0.662893533706665
22,0.5496110394036859,0.6068463633980667,0.6681203842163086
23,0.5288065442241224,0.590568730182815,0.6760861873626709
24,0.5168615953814715,0.5748774942598844,0.6850342750549316
25,0.5024259774980688,0.5569438594475127,0.6886526942253113
26,0.5392898215835256,0.5618359185101693,0.6974849700927734
27,0.49219934821577,0.5544741545852861,0.6939761638641357
28,0.471949953781931,0.5299053511075806,0.6986367106437683
29,0.459206910061657,0.5282782645601976,0.7226786017417908
30,0.4491768591386035,0.5136891033565789,0.717770516872406
31,0.43631294660998465,0.5052364578372553,0.7163877487182617
32,0.4354526838637832,0.5036367972691854,0.7165352702140808
33,0.42777666516770096,0.4976106259906501,0.7259848713874817
34,0.4204657952812381,0.486610389069507,0.7349106073379517
35,0.41344819873347316,0.4836830068052861,0.735808789730072
36,0.4099486787292294,0.4772923667179911,0.7410727143287659
37,0.39373357437158885,0.47157877213076543,0.7390617728233337
38,0.4208188641788368,0.966907072485539,0.5142955183982849
39,0.4597641632969218,0.45931010392674226,0.7365591526031494
40,0.38158165747509865,0.44920973558174937,0.749573290348053
41,0.37070922676781964,0.4496142665545146,0.7611209154129028
42,0.3668748439478695,0.44821615543281823,0.762895941734314
43,0.3592974765408308,0.43720964799847517,0.7557249069213867
44,0.35428204930814583,0.43800111873108044,0.761423647403717
45,0.3521523937246853,0.42742501173103065,0.7634114623069763
46,0.3507954651924004,0.42371274191036556,0.7618740200996399
47,0.34744556741158766,0.41658790069713925,0.7650651931762695
48,0.3475187844351718,0.4237682322661082,0.7662329077720642
49,0.3415437677973195,0.426131432516533,0.7661541104316711
50,0.42757325344964076,0.44124434496227066,0.7546983361244202
51,0.34369979496289016,0.40919492903508636,0.7680774331092834
52,0.3260922098070159,0.40032828167865153,0.7771129608154297
53,0.3211138142006738,0.40189296791428014,0.7791475653648376
54,0.3226745823272189,0.4025709017326957,0.774911105632782
55,0.3208292376502116,0.39440786315683735,0.7776238918304443
56,0.3154862362303232,0.4014020117751339,0.7705128192901611
57,0.31677784384193275,0.3929788919917324,0.7817103862762451
58,0.3093496623231952,0.3947834137238954,0.7783610820770264
59,0.31358923656599863,0.39979513172517744,0.7735347747802734
60,0.31383859769518213,0.3932649514131379,0.7854459881782532
61,0.31162784892813605,0.38592460490109626,0.783428966999054
62,0.2994001479749393,0.3823397860192416,0.7906805872917175
63,0.2977539415758355,0.40768018940038847,0.7718390226364136
64,0.30815568555118444,0.3772534613023725,0.7901990413665771
65,0.29174109946068066,0.37564763008502494,0.792518675327301
66,0.2996000162977025,0.39775472461131584,0.7899446487426758
67,0.3009555950984919,0.3712974410308035,0.7880944609642029
68,0.29514307679986596,0.3727193992388876,0.7889337539672852
69,0.28565085595263573,0.36862543852705704,0.7918199300765991
70,0.28032501109112473,0.3685878191077918,0.7969503402709961
71,0.3410529722844748,0.43874566021718475,0.7606448531150818
72,0.33959492951407466,0.4215259029154192,0.7627487778663635
73,0.3046533282762183,0.3650677998860677,0.7957613468170166
74,0.27598492442665246,0.35870215558169183,0.8028991222381592
75,0.27496185024878134,0.3525057346151586,0.8021990060806274
76,0.26649467148502964,0.35429568248882626,0.8075201511383057
77,0.2644820735418707,0.3577262168390709,0.8091928958892822
78,0.2635653022872774,0.3531266597279331,0.8014285564422607
79,0.2702877268867385,0.3576772124098058,0.8080247640609741
80,0.26100737803188484,0.35677156898013335,0.8038016557693481
81,0.264955997747138,0.34857476071307536,0.8089661002159119
82,0.25917981436154,0.3495459729119351,0.8089907169342041
83,0.2600118218171865,0.3533395879101335,0.809241771697998
84,0.26459737245301557,0.34462437791782513,0.8053580522537231
85,0.2569680031304969,0.35270583106760395,0.8120331764221191
86,0.2781542652195558,0.38681558558815404,0.7793756723403931
87,0.3011389557916419,0.3586590995914058,0.806867778301239
88,0.2640585010325102,0.34092386720473306,0.810234785079956
89,0.2546487106080342,0.33743294602946233,0.8150656223297119
90,0.25171402539301635,0.3331053821664107,0.8141173124313354
91,0.2559866071083492,0.3337142420442481,0.807964026927948
92,0.24894236913300993,0.3345601786124079,0.8137072920799255
93,0.24593559546130045,0.33531814369193297,0.8157632350921631
94,0.24284503855427406,0.3347385894311102,0.8212312459945679
95,0.2403547224917806,0.3372142571106292,0.8178489208221436
96,0.24476799772198038,0.33258846376025886,0.8168375492095947
97,0.2482692695089749,0.34228273206635523,0.8167207837104797
98,0.24768608640459247,0.33392078259535,0.8187606930732727
99,0.24293769145370425,0.34134931496360843,0.8127507567405701
100,0.25976563906087013,0.3332327110202689,0.8216512203216553
101,0.24492682774264113,0.3333120168301097,0.8195158839225769
102,0.23473379391252547,0.3252271894823041,0.8231065273284912
103,0.23332517201963224,0.3279991118531478,0.8271491527557373
104,0.236112012955031,0.32712161906978543,0.8231515884399414
105,0.23072218177910137,0.32324945299248947,0.8265084624290466
106,0.22871716987145574,0.32362181654101924,0.8249786496162415
107,0.229986175166485,0.3353666827866906,0.8221219182014465
108,0.318906626531056,0.3282240007007331,0.8152621388435364
109,0.24313560145017796,0.32573425273100537,0.8231269121170044
110,0.23060856176946395,0.31406063024412123,0.8257289528846741
111,0.22616754113731527,0.3207955075460568,0.8334430456161499
112,0.22169349437817595,0.31311033326282833,0.8323785662651062
113,0.21903899917028902,0.3158267715521026,0.8337329030036926
114,0.22085293942600265,0.32498834373658164,0.8307849764823914
115,0.24029528579317538,0.32812261346139404,0.8262327909469604
116,0.22413694679288937,0.31706416606903076,0.8264892101287842
117,0.21828721491689967,0.312808067913641,0.8288452625274658
118,0.2178826557290285,0.31444535286802994,0.8307510018348694
119,0.21624793885345744,0.3316165951260349,0.8241196870803833
120,0.21638501076994085,0.31736106124886293,0.8342640995979309
121,0.23113993633734553,0.32809267441431683,0.8257892727851868
122,0.23367198354991756,0.32541554512684806,0.8288097381591797
123,0.29462448490741555,0.3375859014820634,0.8068273663520813
124,0.23451966008073405,0.31125027359577645,0.8293173909187317
