epoch,train_loss,val_loss,miou
125,0.21638321254710505,0.3056124566416991,0.8322056531906128
126,0.2095395796056977,0.30319962794320626,0.8348504900932312
127,0.20558860892415942,0.2991198973174681,0.8394322991371155
128,0.20190265158513435,0.30114215011136575,0.8403933644294739
129,0.20739546014850302,0.30487583446920963,0.8376424312591553
130,0.20576205720802895,0.3010796554255904,0.8404793739318848
131,0.19774552529915831,0.3004246984134641,0.8405869603157043
132,0.1991439801185651,0.30021224183994427,0.8431636691093445
133,0.1975466841481682,0.3094736110222967,0.8401060104370117
134,0.1932978723618321,0.2993162392001403,0.8461580276489258
135,0.1890770633866016,0.2958288148306964,0.8452382683753967
136,0.19028503072441072,0.30037484697082584,0.8458336591720581
137,0.1875537278172665,0.2987233274861386,0.8471744060516357
138,0.18529181781792103,0.2973987039243966,0.8468095660209656
139,0.18459133759028928,0.29880452809626595,0.8475812673568726
140,0.1848341024907908,0.29864342406130673,0.847388505935669
141,0.18516663383496434,0.2989023304299304,0.8456823229789734
142,0.18241091868034878,0.29906341276670756,0.8495009541511536
143,0.18130522683486902,0.29890601598379907,0.8484465479850769
144,0.18049191784365734,0.2986695089361124,0.849264919757843
145,0.18021537716451444,0.29795620211383755,0.8494138121604919
146,0.17940290210614526,0.29936669766902924,0.8500707149505615
147,0.18030065146828056,0.3010523408128504,0.8510721921920776
148,0.17664400773837155,0.29941721992534504,0.8506632447242737
149,0.17758413292187497,0.3000933517489517,0.8510730266571045
150,0.17727656584036977,0.2995671130586089,0.8509600162506104
